Date, Prices (EUR_MWh), Generation forecast (FR), System load forecast (FR) (MW),Day-Ahead Generation forecast wind (BE) (MWh),Grid load forecast (BE) (MW)
2018-01-03 09:00,29.21,65113,64200,2013,11694
2018-01-03 10:00,30,64900,64950,2019,11999
2018-01-03 11:00,30,65377,65671,2004,12124
2018-01-03 12:00,26.39,65066,66843,1982,12013
2018-01-03 13:00,30,64119,66983,1973,11864
2018-01-03 14:00,30,63626,65343,1982,11933
2018-01-03 15:00,32.87,62614,63283,2012,11922
2018-01-03 16:00,37.5,62559,62725,2057,11727
2018-01-03 17:00,34.55,64959,63215,2085,12469
2018-01-03 18:00,36.67,67346,66460,2088,12854
2018-01-03 19:00,26.27,68079,68924,2092,12441
2018-01-03 20:00,27.32,64789,65988,2097,11649
2018-01-03 21:00,21.23,62286,61885,2109,10945
2018-01-03 22:00,20.22,59411,59604,2120,10760
2018-01-03 23:00,20.95,58751,63192,2105,11219
2018-01-04 00:00,19,56318,61136,2068,10624
2018-01-04 01:00,9.2,52530,55719,1995,9708
2018-01-04 02:00,8.66,51164,55380,1927,9193
2018-01-04 03:00,7.7,50860,51948,1822,8940
2018-01-04 04:00,9.8,51588,50367,1675,8862
2018-01-04 05:00,14.69,53013,50751,1493,9047
2018-01-04 06:00,24.24,60241,53512,1231,9736
2018-01-04 07:00,33.59,65497,58366,916,10512
2018-01-04 08:00,40.45,67442,62077,649,11324
2018-01-04 09:00,41.97,67899,63755,494,11702
2018-01-04 10:00,44.91,68153,64614,431,11985
2018-01-04 11:00,49.54,68695,65062,448,12084
2018-01-04 12:00,46.04,69397,66283,631,11994
2018-01-04 13:00,51.34,68685,67014,918,11875
2018-01-04 14:00,51.68,68150,64441,1240,11737
2018-01-04 15:00,53.52,67609,62399,1626,11708
2018-01-04 16:00,53.18,66891,61787,1955,11577
2018-01-04 17:00,53.08,67801,61864,2097,12229
2018-01-04 18:00,49.96,69543,64847,2135,12609
2018-01-04 19:00,46.73,70134,67237,2158,12272
2018-01-04 20:00,41.57,66010,63781,2176,11579
2018-01-04 21:00,37.09,63380,59455,2184,11009
2018-01-04 22:00,33.92,61901,57024,2171,10996
2018-01-04 23:00,31.5,62294,60640,2137,11324
2018-01-05 00:00,16.83,59982,59261,2074,10493
2018-01-05 01:00,11.73,56818,55583,1926,9828
2018-01-05 02:00,6.86,54291,54278,1815,9312
2018-01-05 03:00,0.55,52974,50936,1607,9011
2018-01-05 04:00,13.91,53302,49310,1428,8909
2018-01-05 05:00,17.2,55267,49695,1401,9150
2018-01-05 06:00,25.8,59703,52804,1479,9811
2018-01-05 07:00,35.65,64205,57779,1554,10577
2018-01-05 08:00,39,67592,61738,1487,11328
2018-01-05 09:00,37.4,68245,63343,1457,11794
2018-01-05 10:00,39.23,68318,65382,1490,11872
2018-01-05 11:00,39.4,68489,65890,1495,11949
2018-01-05 12:00,41.69,67559,67746,1489,12006
2018-01-05 13:00,47,65685,68296,1454,11689
2018-01-05 14:00,44.08,64756,66128,1346,11445
2018-01-05 15:00,47.1,65236,64329,1207,11420
2018-01-05 16:00,47.77,65822,63538,1090,11660
2018-01-05 17:00,56.35,68399,64458,955,12247
2018-01-05 18:00,57.42,70255,68502,857,12507
2018-01-05 19:00,53.99,70037,70289,827,12090
2018-01-05 20:00,42.36,67429,67696,828,11476
2018-01-05 21:00,39.9,65595,63253,810,10923
2018-01-05 22:00,39.97,66080,60037,754,10700
2018-01-05 23:00,36.27,66831,63750,675,10969
2018-01-06 00:00,29.45,65710,61891,596,10266
2018-01-06 01:00,28.55,63950,58640,889,9220
2018-01-06 02:00,28.18,63077,58070,730,8743
2018-01-06 03:00,29.66,61955,54038,586,8443
2018-01-06 04:00,30.31,61380,52186,477,8405
2018-01-06 05:00,30.23,62272,50946,380,8275
2018-01-06 06:00,30,62470,52591,299,8604
2018-01-06 07:00,31.36,63761,54998,231,8657
2018-01-06 08:00,34.19,66478,57375,175,9224
2018-01-06 09:00,41.11,67295,59120,134,9686
2018-01-06 10:00,44,67485,61937,108,10242
2018-01-06 11:00,43.74,68342,62719,91,10473
2018-01-06 12:00,44.43,69053,64770,83,10672
2018-01-06 13:00,42.9,69181,65752,93,10521
2018-01-06 14:00,38.7,67788,62565,127,10378
2018-01-06 15:00,37.4,67329,60072,197,10315
2018-01-06 16:00,43.66,66797,59270,326,10305
2018-01-06 17:00,47,68378,60714,506,10910
2018-01-06 18:00,49.98,69788,66240,692,11251
2018-01-06 19:00,45.9,70386,67651,867,10892
2018-01-06 20:00,40.9,69420,66089,1010,10505
2018-01-06 21:00,33.69,67196,62569,1116,10014
2018-01-06 22:00,36.26,66227,59124,1209,9874
2018-01-06 23:00,29.03,67381,63386,1289,10237
2018-01-07 00:00,21.87,63689,62163,1344,9841
2018-01-07 01:00,15.98,59794,57830,1337,8882
2018-01-07 02:00,15.99,58838,57753,1411,8384
2018-01-07 03:00,14,56736,53470,1496,8145
2018-01-07 04:00,12.51,56072,51389,1586,7890
2018-01-07 05:00,13.21,56040,50145,1662,7922
2018-01-07 06:00,12.17,56663,50884,1723,8121
2018-01-07 07:00,13.02,58233,52450,1773,8256
2018-01-07 08:00,17.52,58841,55258,1809,8579
2018-01-07 09:00,19.58,60480,56890,1837,8936
2018-01-07 10:00,22.14,62414,60540,1859,9527
2018-01-07 11:00,28.44,63112,61884,1873,9947
2018-01-07 12:00,29.52,63724,64475,1878,10298
2018-01-07 13:00,27.08,63541,65627,1875,10175
2018-01-07 14:00,20.32,61171,60604,1869,9775
2018-01-07 15:00,21.2,61033,58530,1860,9641
2018-01-07 16:00,27.4,61154,57357,1858,9665
2018-01-07 17:00,33.59,64924,59027,1860,10784
2018-01-07 18:00,34.34,67256,64630,1867,11183
2018-01-07 19:00,32.33,67630,67159,1875,10874
2018-01-07 20:00,31.44,66085,66255,1875,10402
2018-01-07 21:00,28.94,63807,63287,1868,10010
2018-01-07 22:00,29.69,62794,59899,1854,9990
2018-01-07 23:00,27.01,63255,64053,1835,10216
2018-01-08 00:00,18.91,62898,62437,1816,9634
2018-01-08 01:00,15.15,61917,57244,1736,9405
2018-01-08 02:00,15.11,61291,57361,1708,8991
2018-01-08 03:00,13.42,61493,54060,1682,8789
2018-01-08 04:00,12.91,61922,52373,1652,8789
2018-01-08 05:00,17.1,64199,53717,1622,9194
2018-01-08 06:00,30.03,67745,58588,1594,10309
2018-01-08 07:00,42.93,71144,66448,1565,11249
2018-01-08 08:00,44.95,72669,72014,1534,11983
2018-01-08 09:00,46.2,72645,72184,1500,12138
2018-01-08 10:00,50,72265,73085,1467,12199
2018-01-08 11:00,59.53,71712,72993,1428,12381
2018-01-08 12:00,43.8,72245,73910,1373,12169
2018-01-08 13:00,44,71781,74065,1313,12226
2018-01-08 14:00,46.61,70857,71134,1277,12129
2018-01-08 15:00,40.97,70219,69362,1265,12015
2018-01-08 16:00,53.89,70688,68110,1262,11865
2018-01-08 17:00,64.93,71751,70116,1271,12483
2018-01-08 18:00,70,74795,74601,1293,13162
2018-01-08 19:00,50,76590,77356,1297,12887
2018-01-08 20:00,50,74106,74056,1265,12222
2018-01-08 21:00,40.7,71930,69191,1220,11379
2018-01-08 22:00,50,70945,65261,1161,11206
2018-01-08 23:00,45.19,72795,68910,1089,11504
2018-01-09 00:00,56.13,68805,66767,1018,10647
2018-01-09 01:00,36.5,65450,61919,811,10129
2018-01-09 02:00,34.2,64252,61979,790,9659
2018-01-09 03:00,31.75,64077,58552,762,9415
2018-01-09 04:00,28.49,63993,56777,718,9380
2018-01-09 05:00,36.5,64350,57799,648,9802
2018-01-09 06:00,47.2,67788,62280,559,10825
2018-01-09 07:00,75.75,72728,70464,465,11747
2018-01-09 08:00,55,74707,75596,382,12240
2018-01-09 09:00,60.84,75562,74442,316,12390
2018-01-09 10:00,68.03,75530,74507,268,12330
2018-01-09 11:00,64.51,75053,74046,221,12385
2018-01-09 12:00,58.93,74237,75093,197,12161
2018-01-09 13:00,61.78,73433,75336,211,12136
2018-01-09 14:00,55.53,72741,72215,233,12106
2018-01-09 15:00,48.03,71687,70400,271,12118
2018-01-09 16:00,50.26,71648,69278,327,11907
2018-01-09 17:00,64.32,72766,70148,391,12526
2018-01-09 18:00,50.94,73983,74523,481,13090
2018-01-09 19:00,48.94,74766,76979,586,12642
2018-01-09 20:00,46.05,71474,73616,694,11996
2018-01-09 21:00,42.91,68790,68955,812,11520
2018-01-09 22:00,39.36,66703,65423,885,11312
2018-01-09 23:00,39.6,67132,68984,885,11538
2018-01-10 00:00,32.27,66148,66386,881,10872
2018-01-10 01:00,29.08,64962,61175,897,10072
2018-01-10 02:00,28.37,64828,61202,909,9512
2018-01-10 03:00,29.38,62551,57439,935,9350
2018-01-10 04:00,33.42,63124,55794,980,9301
2018-01-10 05:00,31.27,64142,56434,1038,9659
2018-01-10 06:00,34.87,66902,60914,1100,10698
2018-01-10 07:00,45.09,71867,68445,1155,11651
2018-01-10 08:00,49.38,74311,73224,1185,12250
2018-01-10 09:00,49.29,74148,73271,1180,12550
2018-01-10 10:00,48.95,73975,73307,1181,12578
2018-01-10 11:00,52.49,73725,72946,1177,12611
2018-01-10 12:00,48.28,74284,74108,1122,12538
2018-01-10 13:00,45.45,74601,74402,1024,12508
2018-01-10 14:00,47.1,73302,71373,880,12440
2018-01-10 15:00,47.98,73343,69410,730,12355
2018-01-10 16:00,48.9,73077,68305,623,12111
2018-01-10 17:00,51.9,73533,69492,546,12525
2018-01-10 18:00,52.69,75416,74161,485,12935
2018-01-10 19:00,49.1,76151,76820,446,12632
2018-01-10 20:00,44,73539,73631,412,11941
2018-01-10 21:00,36.99,71100,69108,370,11191
2018-01-10 22:00,38.43,69253,65056,324,10971
2018-01-10 23:00,37.9,69913,69289,277,11308
2018-01-11 00:00,37.33,67466,67138,233,10504
2018-01-11 01:00,36.3,65512,62033,168,10074
2018-01-11 02:00,34.2,64930,62223,139,9515
2018-01-11 03:00,33,63833,58636,117,9281
2018-01-11 04:00,33.05,63468,56878,94,9212
2018-01-11 05:00,37.09,64750,57505,74,9445
2018-01-11 06:00,41.5,69565,61771,61,10489
2018-01-11 07:00,53.07,73919,69325,51,11518
2018-01-11 08:00,57.41,75512,74955,43,12081
2018-01-11 09:00,59.69,75850,74206,39,12382
2018-01-11 10:00,59.77,76090,74574,37,12512
2018-01-11 11:00,58.82,76119,74624,35,12514
2018-01-11 12:00,54.61,75349,75163,34,12362
2018-01-11 13:00,54.83,74710,75292,33,12182
2018-01-11 14:00,54.74,73904,72647,32,12035
2018-01-11 15:00,54.01,73477,70659,33,11971
2018-01-11 16:00,54.96,73576,69409,39,11948
2018-01-11 17:00,57.87,74703,70545,50,12441
2018-01-11 18:00,57.81,76066,75035,63,12757
2018-01-11 19:00,54.9,77617,77587,72,12335
2018-01-11 20:00,50,74899,74621,74,11772
2018-01-11 21:00,43.13,71981,70001,71,11151
2018-01-11 22:00,42.4,71736,66956,64,11093
2018-01-11 23:00,37.92,71797,70017,56,11441
2018-01-12 00:00,37.68,70105,67857,50,10684
2018-01-12 01:00,35.69,67105,62085,46,10257
2018-01-12 02:00,34,65634,62445,50,9692
2018-01-12 03:00,33.08,65495,58878,53,9546
2018-01-12 04:00,33.81,65239,56974,55,9531
2018-01-12 05:00,35.1,66020,57893,53,9836
2018-01-12 06:00,39.93,70718,61881,47,10838
2018-01-12 07:00,48.5,75216,69269,46,11973
2018-01-12 08:00,50.7,77287,74939,44,12508
2018-01-12 09:00,57.38,78015,74302,38,12744
2018-01-12 10:00,57.44,77867,74486,33,12807
2018-01-12 11:00,56.81,76992,74232,31,12809
2018-01-12 12:00,55.04,76882,74508,28,12670
2018-01-12 13:00,52.94,75889,74886,24,12505
2018-01-12 14:00,48.02,75306,71259,21,12312
2018-01-12 15:00,45.92,74599,69006,21,12277
2018-01-12 16:00,46.5,74407,67848,22,12349
2018-01-12 17:00,50.52,75074,68948,27,12726
2018-01-12 18:00,55.15,75792,73335,34,13024
2018-01-12 19:00,51.99,76015,75308,44,12546
2018-01-12 20:00,44.8,74078,73183,55,12000
2018-01-12 21:00,44.8,71314,68927,69,11388
2018-01-12 22:00,48.91,70221,66351,86,11251
2018-01-12 23:00,42.15,70797,70230,100,11526
2018-01-13 00:00,43.15,67079,68055,114,10840
2018-01-13 01:00,38.42,63984,62980,147,10094
2018-01-13 02:00,36.11,61769,62379,157,9579
2018-01-13 03:00,33.8,59985,58670,170,9238
2018-01-13 04:00,32.04,60146,56318,192,9022
2018-01-13 05:00,32.55,60176,56170,217,8904
2018-01-13 06:00,32,61255,58449,234,9127
2018-01-13 07:00,33.76,62873,61147,248,9425
2018-01-13 08:00,41.54,66125,64696,262,10120
2018-01-13 09:00,48.15,68118,66670,271,10653
2018-01-13 10:00,50.59,68467,68352,288,11122
2018-01-13 11:00,47.8,68023,67980,320,11157
2018-01-13 12:00,47.63,67289,68421,322,11379
2018-01-13 13:00,39.4,66845,69327,303,11202
2018-01-13 14:00,36.83,65449,64557,287,10974
2018-01-13 15:00,36.9,65434,61826,284,10859
2018-01-13 16:00,36.69,65384,60820,302,10769
2018-01-13 17:00,56.25,66642,62359,361,11311
2018-01-13 18:00,61,68780,66650,459,11719
2018-01-13 19:00,59.46,69116,69615,564,11332
2018-01-13 20:00,45.1,67661,68243,627,10850
2018-01-13 21:00,41.2,66058,65393,630,10211
2018-01-13 22:00,46,65644,63493,610,10223
2018-01-13 23:00,38,66259,68160,582,10640
2018-01-14 00:00,38.1,64747,66787,535,9845
2018-01-14 01:00,33.83,62297,62077,576,9624
2018-01-14 02:00,33,61511,61820,563,9117
2018-01-14 03:00,30,60691,57840,568,8922
2018-01-14 04:00,27.01,60005,55559,587,8707
2018-01-14 05:00,28.48,59811,54619,605,8649
2018-01-14 06:00,29.74,60525,55783,597,8770
2018-01-14 07:00,32.7,60592,57081,573,8860
2018-01-14 08:00,35.1,61967,59162,548,9215
2018-01-14 09:00,36.9,63967,60980,511,9794
2018-01-14 10:00,39.02,65024,64199,444,10292
2018-01-14 11:00,39.25,65952,65809,339,10564
2018-01-14 12:00,40.88,66825,67949,233,10853
2018-01-14 13:00,37.04,66712,69008,158,10652
2018-01-14 14:00,34.9,64758,63788,110,10395
2018-01-14 15:00,33.86,63677,60985,84,10251
2018-01-14 16:00,34.86,63848,59761,74,10247
2018-01-14 17:00,37.99,66515,60842,82,11011
2018-01-14 18:00,59.2,70238,65595,120,11472
2018-01-14 19:00,62.23,71706,69628,190,11293
2018-01-14 20:00,56,70571,68985,272,10883
2018-01-14 21:00,41.6,68406,66278,359,10321
2018-01-14 22:00,44.05,68581,63705,455,10058
2018-01-14 23:00,38.33,68210,67614,542,10327
2018-01-15 00:00,34,65797,65766,599,9928
2018-01-15 01:00,34.11,63693,62681,801,9192
2018-01-15 02:00,32.4,62263,62979,853,8898
2018-01-15 03:00,25.45,62224,59790,940,8715
2018-01-15 04:00,26.5,61433,57904,1070,8785
2018-01-15 05:00,27.87,62432,59048,1230,9338
2018-01-15 06:00,40.7,67576,63682,1397,10685
2018-01-15 07:00,54.83,72839,71047,1535,11733
2018-01-15 08:00,52.92,74263,76007,1654,12361
2018-01-15 09:00,50.04,74708,76244,1771,12563
2018-01-15 10:00,54.31,74945,76867,1897,12618
2018-01-15 11:00,49.91,74725,76693,2027,12713
2018-01-15 12:00,50.22,73708,77124,2138,12456
2018-01-15 13:00,49.34,73094,77394,2217,12414
2018-01-15 14:00,40.34,70782,74781,2269,12313
2018-01-15 15:00,37.47,70395,72291,2298,12261
2018-01-15 16:00,38.24,69986,70990,2302,12295
2018-01-15 17:00,47.9,71191,71251,2289,12879
2018-01-15 18:00,53.55,73275,74926,2259,12791
2018-01-15 19:00,52.25,74618,78255,2222,12378
2018-01-15 20:00,45.93,71166,74925,2170,11951
2018-01-15 21:00,36.71,67819,69817,2099,11383
2018-01-15 22:00,36.6,66907,66367,2041,11392
2018-01-15 23:00,36.21,68019,69620,2004,11286
2018-01-16 00:00,33.6,65725,67473,1986,10483
2018-01-16 01:00,21.16,60751,62484,1904,10249
2018-01-16 02:00,18.59,58290,62365,1914,9678
2018-01-16 03:00,14.56,56649,58755,1925,9520
2018-01-16 04:00,14.7,57177,56719,1937,9446
2018-01-16 05:00,21.21,58533,57261,1959,9761
2018-01-16 06:00,30.19,63851,61310,1965,10600
2018-01-16 07:00,38.92,68758,68721,1978,11744
2018-01-16 08:00,45.48,70798,73703,2007,12311
2018-01-16 09:00,49.06,71264,73051,2015,12438
2018-01-16 10:00,47.4,71169,73080,1992,12435
2018-01-16 11:00,47.9,70054,73038,1977,12445
2018-01-16 12:00,42.96,69779,73631,1977,12311
2018-01-16 13:00,42.48,69043,74187,1976,12203
2018-01-16 14:00,40.48,68648,71181,1966,12146
2018-01-16 15:00,39.2,68278,69009,1947,12137
2018-01-16 16:00,41.16,68685,68002,1929,12060
2018-01-16 17:00,49.95,70439,68426,1898,12521
2018-01-16 18:00,50.72,71775,72278,1856,13047
2018-01-16 19:00,45.02,72089,75702,1833,12658
2018-01-16 20:00,39.9,69132,72482,1841,12107
2018-01-16 21:00,35,66428,67748,1872,11470
2018-01-16 22:00,35.9,64851,65064,1916,11204
2018-01-16 23:00,35.2,64573,67991,1961,11381
2018-01-17 00:00,26.52,63440,65812,2003,10536
2018-01-17 01:00,22.8,61414,60785,1969,10032
2018-01-17 02:00,22.15,60287,60665,1991,9437
2018-01-17 03:00,18.41,59821,56985,2010,9173
2018-01-17 04:00,18.74,60236,55305,2012,9186
2018-01-17 05:00,23.4,61333,56008,1998,9537
2018-01-17 06:00,33.52,64096,60176,1969,10417
2018-01-17 07:00,48.69,68481,67375,1937,11445
2018-01-17 08:00,48.95,72095,72128,1930,12032
2018-01-17 09:00,49.23,72603,72692,1951,12320
2018-01-17 10:00,43.38,72072,72798,1978,12260
2018-01-17 11:00,45.85,71427,72692,2010,12277
2018-01-17 12:00,45.57,70325,73869,2037,12220
2018-01-17 13:00,44.08,70191,74275,2043,12180
2018-01-17 14:00,42.18,70080,71711,2033,12190
2018-01-17 15:00,40.41,69710,69155,2018,12174
2018-01-17 16:00,42.24,69759,68151,2000,12042
2018-01-17 17:00,51.25,71200,69061,1971,12462
2018-01-17 18:00,50.75,72841,73586,1937,12979
2018-01-17 19:00,43.38,74010,76917,1918,12571
2018-01-17 20:00,40.29,72303,74023,1903,12054
2018-01-17 21:00,45.75,69545,69142,1874,11389
2018-01-17 22:00,37.45,68382,65936,1821,11141
2018-01-17 23:00,47.48,68797,69290,1757,11374
2018-01-18 00:00,25.44,66010,67288,1729,10880
2018-01-18 01:00,22.39,63513,62687,1696,10353
2018-01-18 02:00,21.62,60395,62562,1788,9817
2018-01-18 03:00,14.93,59966,58925,1976,9612
2018-01-18 04:00,12.77,60418,56819,2143,9585
2018-01-18 05:00,14.96,62246,56965,2232,9869
2018-01-18 06:00,37.85,64804,60587,2275,10741
2018-01-18 07:00,44.03,69256,67718,2229,11881
2018-01-18 08:00,47.35,70994,72556,2063,12491
2018-01-18 09:00,51.68,71242,71806,1881,12672
2018-01-18 10:00,48.32,71056,71853,1765,12712
2018-01-18 11:00,47.48,70426,71631,1708,12719
2018-01-18 12:00,39.66,69861,72155,1769,12527
2018-01-18 13:00,38.23,68580,72233,1921,12308
2018-01-18 14:00,37.07,67819,69556,2010,12207
2018-01-18 15:00,39.58,67439,67086,1944,12205
2018-01-18 16:00,42.74,68592,66144,1784,12116
2018-01-18 17:00,56.7,70872,67053,1626,12485
2018-01-18 18:00,60.54,72759,71510,1513,13159
2018-01-18 19:00,56.7,73216,74784,1477,12756
2018-01-18 20:00,44.9,70230,71679,1490,12167
2018-01-18 21:00,39.21,67033,66865,1503,11475
2018-01-18 22:00,42.59,65786,63690,1508,11340
2018-01-18 23:00,38.3,66036,66894,1509,11558
2018-01-19 00:00,32.21,65128,64803,1513,10534
2018-01-19 01:00,30.47,63991,60472,1444,10094
2018-01-19 02:00,29.49,63743,61000,1458,9567
2018-01-19 03:00,29.56,62986,57776,1453,9446
2018-01-19 04:00,30.02,63195,56271,1412,9385
2018-01-19 05:00,31.76,63756,56930,1341,9727
2018-01-19 06:00,40.02,68231,60659,1266,10603
2018-01-19 07:00,48.96,73460,68299,1186,11783
2018-01-19 08:00,51.94,75437,73884,1105,12429
2018-01-19 09:00,51.34,74726,73254,1040,12562
2018-01-19 10:00,50.67,74672,73382,1009,12502
2018-01-19 11:00,47.89,74385,72967,993,12522
2018-01-19 12:00,43.89,73269,73277,995,12344
2018-01-19 13:00,41.67,72627,73691,1032,12143
2018-01-19 14:00,39.49,71471,70379,1070,11915
2018-01-19 15:00,41.78,71024,68032,1093,11951
2018-01-19 16:00,44.3,71940,67380,1119,12008
2018-01-19 17:00,49.57,73099,68537,1154,12224
2018-01-19 18:00,49.74,74981,73325,1210,12643
2018-01-19 19:00,44.79,74877,75512,1293,12192
2018-01-19 20:00,39.79,72157,73072,1370,11758
2018-01-19 21:00,37.84,68678,68615,1430,11155
2018-01-19 22:00,37.54,67403,65750,1478,11031
2018-01-19 23:00,34.71,67017,69730,1493,11347
2018-01-20 00:00,38.76,66411,67651,1483,10581
2018-01-20 01:00,31.78,63941,62216,1335,10124
2018-01-20 02:00,30.1,63415,62031,1297,9604
2018-01-20 03:00,27.75,62282,58338,1258,9304
2018-01-20 04:00,27.59,62386,56142,1191,9207
2018-01-20 05:00,28.68,62320,55372,1076,9081
2018-01-20 06:00,30.2,62449,57086,945,9314
2018-01-20 07:00,33.04,63401,59548,823,9583
2018-01-20 08:00,39.88,64484,62608,736,10136
2018-01-20 09:00,38,65917,64224,693,10655
2018-01-20 10:00,42.47,67081,66269,633,11045
2018-01-20 11:00,41.93,68395,66267,520,11186
2018-01-20 12:00,48.29,68920,67302,393,11301
2018-01-20 13:00,43.9,69281,68637,284,11152
2018-01-20 14:00,39,67692,64408,194,11000
2018-01-20 15:00,40.01,67889,61411,145,10810
2018-01-20 16:00,44.48,68090,60218,142,10676
2018-01-20 17:00,45.07,68301,60517,137,11151
2018-01-20 18:00,49.38,71320,64752,147,11787
2018-01-20 19:00,43.98,71380,67161,197,11469
2018-01-20 20:00,39.16,68810,64982,272,10978
2018-01-20 21:00,36.37,66798,61597,377,10418
2018-01-20 22:00,36.33,66068,60175,468,10319
2018-01-20 23:00,33.96,66410,63904,513,10777
2018-01-21 00:00,32.23,64445,62392,540,10201
2018-01-21 01:00,30.69,62523,58155,585,9724
2018-01-21 02:00,29.24,61923,57865,633,9260
2018-01-21 03:00,28,59865,54034,636,8972
2018-01-21 04:00,33.01,59615,51634,612,8694
2018-01-21 05:00,31.25,59331,50595,551,8631
2018-01-21 06:00,28.47,59744,51328,457,8801
2018-01-21 07:00,31.16,61447,52521,356,8949
2018-01-21 08:00,32.49,61708,54384,268,9349
2018-01-21 09:00,35.3,63708,56051,204,9972
2018-01-21 10:00,38.88,65447,59503,160,10452
2018-01-21 11:00,41.6,66113,61294,137,10701
2018-01-21 12:00,43.75,66113,63642,146,10926
2018-01-21 13:00,37.77,65572,64960,181,10663
2018-01-21 14:00,33.84,64058,59926,237,10259
2018-01-21 15:00,35.29,63355,56690,337,10131
2018-01-21 16:00,41.33,63159,55454,472,10206
2018-01-21 17:00,52.48,64002,55964,655,10755
2018-01-21 18:00,48.08,66836,61090,909,11493
2018-01-21 19:00,48.99,68023,65008,1172,11264
2018-01-21 20:00,43.68,66657,63942,1377,10953
2018-01-21 21:00,34.03,63953,60885,1494,10426
2018-01-21 22:00,33.35,62447,58263,1512,10140
2018-01-21 23:00,31.62,63373,62020,1393,10280
2018-01-22 00:00,27.06,64504,59945,1246,9908
2018-01-22 01:00,20,62403,56455,1208,9458
2018-01-22 02:00,16.22,61514,56454,1276,8891
2018-01-22 03:00,13.39,60132,52968,1397,8761
2018-01-22 04:00,26,59254,50905,1465,8632
2018-01-22 05:00,29.27,62111,51964,1439,9170
2018-01-22 06:00,33.08,66128,56169,1299,10030
2018-01-22 07:00,42.95,71713,63495,1092,11290
2018-01-22 08:00,45.06,74806,68351,894,12024
2018-01-22 09:00,46.83,75170,68333,750,12258
2018-01-22 10:00,45.87,74596,69002,633,12363
2018-01-22 11:00,48.39,75026,69214,545,12317
2018-01-22 12:00,47,74300,70004,504,12208
2018-01-22 13:00,47.39,73857,70247,514,12192
2018-01-22 14:00,46.34,73227,68193,599,12022
2018-01-22 15:00,43.94,72673,65831,714,11990
2018-01-22 16:00,43.65,72604,64519,817,12025
2018-01-22 17:00,49.5,73515,65038,892,12305
2018-01-22 18:00,51,74892,69472,911,12703
2018-01-22 19:00,48.05,74845,73162,914,12406
2018-01-22 20:00,42.82,72108,69980,892,11839
2018-01-22 21:00,38.99,70627,64885,842,11367
2018-01-22 22:00,37.99,68793,61346,829,11115
2018-01-22 23:00,35.84,67341,64938,829,11152
2018-01-23 00:00,34.2,67412,63318,809,10286
2018-01-23 01:00,32.52,65368,58990,756,9961
2018-01-23 02:00,31.54,64618,58999,687,9454
2018-01-23 03:00,30.38,65585,55851,643,9245
2018-01-23 04:00,30.97,65701,54363,611,9217
2018-01-23 05:00,32.48,67139,55155,633,9672
2018-01-23 06:00,40,70351,59289,689,10511
2018-01-23 07:00,48.93,73749,66941,803,11629
2018-01-23 08:00,52.74,75327,72117,970,12355
2018-01-23 09:00,50.79,75219,71364,1129,12411
2018-01-23 10:00,48.2,74090,71473,1285,12337
2018-01-23 11:00,44.91,73372,71126,1434,12369
2018-01-23 12:00,41.94,72555,71446,1551,12132
2018-01-23 13:00,41.83,71832,70979,1647,11962
2018-01-23 14:00,39,71231,67959,1726,11927
2018-01-23 15:00,37.5,70554,65445,1789,12026
2018-01-23 16:00,35.63,70364,64276,1831,11933
2018-01-23 17:00,40.94,71334,65420,1857,12244
2018-01-23 18:00,44.35,72239,69929,1870,12915
2018-01-23 19:00,45.52,72142,73639,1875,12464
2018-01-23 20:00,38.25,68441,70194,1880,11901
2018-01-23 21:00,32.56,66627,65239,1877,11356
2018-01-23 22:00,32.06,65530,61586,1861,11029
2018-01-23 23:00,33.01,65308,65150,1841,11091
2018-01-24 00:00,27.5,63596,63175,1821,10376
2018-01-24 01:00,26.72,61687,58631,1717,9768
2018-01-24 02:00,15.25,60179,58380,1686,9238
2018-01-24 03:00,14.36,58673,55119,1666,9061
2018-01-24 04:00,14.25,58706,53568,1665,8986
2018-01-24 05:00,18.91,59287,54430,1700,9436
2018-01-24 06:00,29.05,64390,58419,1775,10316
2018-01-24 07:00,43.3,68860,65461,1861,11297
2018-01-24 08:00,48.6,71314,70306,1935,12123
2018-01-24 09:00,50.98,71055,70310,2005,12342
2018-01-24 10:00,45,70106,70068,2079,12299
2018-01-24 11:00,50.97,69608,69376,2147,12325
2018-01-24 12:00,47,69308,69735,2193,12161
2018-01-24 13:00,45.33,67350,69436,2219,12107
2018-01-24 14:00,41.13,66431,66482,2229,11982
2018-01-24 15:00,35.2,66117,63424,2230,12063
2018-01-24 16:00,35.2,65702,62467,2226,11906
2018-01-24 17:00,41.06,65993,63683,2221,12179
2018-01-24 18:00,47,69811,68500,2202,12898
2018-01-24 19:00,46.65,71144,72359,2145,12491
2018-01-24 20:00,35.33,67050,68722,2098,11908
2018-01-24 21:00,29.39,64397,64073,2068,11242
2018-01-24 22:00,28.95,63013,60211,2019,11004
2018-01-24 23:00,26.25,61880,63797,1955,11193
2018-01-25 00:00,18.35,61697,62077,1851,10495
2018-01-25 01:00,19.35,58650,57495,1681,9940
2018-01-25 02:00,15.36,57955,57555,1590,9467
2018-01-25 03:00,12.14,57596,54318,1518,9274
2018-01-25 04:00,11.65,58201,52622,1449,9149
2018-01-25 05:00,14.41,61348,53581,1388,9348
2018-01-25 06:00,30.68,65262,57381,1309,10252
2018-01-25 07:00,40.94,70586,64825,1212,11446
