Date, Price, Grid load forecast, Wind power forecast
2016-07-19 17:00,29.56,36946,163
2016-07-19 18:00,30.02,36635,135
2016-07-19 19:00,29.92,36079,107
2016-07-19 20:00,29.65,35219,83
2016-07-19 21:00,29.66,34745,64
2016-07-19 22:00,28.3,34137,51
2016-07-19 23:00,25.68,32697,40
2016-07-20 00:00,24.98,31009,52
2016-07-20 01:00,24.65,29998,43
2016-07-20 02:00,24.17,29478,38
2016-07-20 03:00,23.95,29128,41
2016-07-20 04:00,23.92,29017,59
2016-07-20 05:00,24.47,29933,80
2016-07-20 06:00,26.33,32132,101
2016-07-20 07:00,28.35,34879,108
2016-07-20 08:00,29.7,35549,101
2016-07-20 09:00,29.46,36555,112
2016-07-20 10:00,29.01,37274,138
2016-07-20 11:00,28.65,37578,171
2016-07-20 12:00,27.85,37572,218
2016-07-20 13:00,27.94,37555,286
2016-07-20 14:00,27.73,37333,368
2016-07-20 15:00,27.34,36854,479
2016-07-20 16:00,27.03,36431,618
2016-07-20 17:00,27.85,36194,755
2016-07-20 18:00,28.69,35815,889
2016-07-20 19:00,28.85,35376,1014
2016-07-20 20:00,28.44,34631,1118
2016-07-20 21:00,27.07,34130,1233
2016-07-20 22:00,25.94,33557,1367
2016-07-20 23:00,25.61,32193,1485
2016-07-21 00:00,24.58,30500,1429
2016-07-21 01:00,24.34,29447,1467
2016-07-21 02:00,24.08,28852,1458
2016-07-21 03:00,24.09,28559,1352
2016-07-21 04:00,24.2,28502,1253
2016-07-21 05:00,24.53,29452,1180
2016-07-21 06:00,27.1,31622,1076
2016-07-21 07:00,27.88,34345,1001
2016-07-21 08:00,28.74,35086,974
2016-07-21 09:00,29.3,36169,945
2016-07-21 10:00,29.49,36983,936
2016-07-21 11:00,29.6,37307,936
2016-07-21 12:00,29.45,37358,953
2016-07-21 13:00,29.26,37376,934
2016-07-21 14:00,28.92,37144,822
2016-07-21 15:00,28.76,36640,676
2016-07-21 16:00,28.69,36143,560
2016-07-21 17:00,29.21,35991,454
2016-07-21 18:00,28.94,35684,356
2016-07-21 19:00,28.59,35207,307
2016-07-21 20:00,28.54,34433,304
2016-07-21 21:00,28.88,33970,353
2016-07-21 22:00,28.01,33415,404
2016-07-21 23:00,27.17,31976,417
2016-07-22 00:00,25.52,30335,423
2016-07-22 01:00,25.15,29304,399
2016-07-22 02:00,25.12,28802,340
2016-07-22 03:00,25.02,28492,294
2016-07-22 04:00,25,28401,274
2016-07-22 05:00,25.2,29339,273
2016-07-22 06:00,27.51,31490,259
2016-07-22 07:00,28.15,34163,244
2016-07-22 08:00,29.01,35074,226
2016-07-22 09:00,29.18,36178,213
2016-07-22 10:00,29.18,36856,218
2016-07-22 11:00,28.83,37019,231
2016-07-22 12:00,28.01,36907,245
2016-07-22 13:00,27.4,36702,267
2016-07-22 14:00,27.23,36267,277
2016-07-22 15:00,27.4,35736,287
2016-07-22 16:00,27.44,35337,295
2016-07-22 17:00,27.8,35205,283
2016-07-22 18:00,28,34992,268
2016-07-22 19:00,27.82,34458,255
2016-07-22 20:00,27.54,33551,243
2016-07-22 21:00,27.14,33017,232
2016-07-22 22:00,27.04,32628,247
2016-07-22 23:00,25.96,31480,254
2016-07-23 00:00,26.3,30117,180
2016-07-23 01:00,25.98,29041,150
2016-07-23 02:00,25.61,28310,140
2016-07-23 03:00,25.18,27846,140
2016-07-23 04:00,24.87,27486,148
2016-07-23 05:00,24.61,27451,149
2016-07-23 06:00,25.04,27965,127
2016-07-23 07:00,25.71,29094,104
2016-07-23 08:00,26.21,30204,77
2016-07-23 09:00,27.06,31786,61
2016-07-23 10:00,27.04,32803,70
2016-07-23 11:00,26.83,33178,91
2016-07-23 12:00,26.06,33259,104
2016-07-23 13:00,25.73,33207,117
2016-07-23 14:00,25.38,32897,117
2016-07-23 15:00,25.49,32739,105
2016-07-23 16:00,25.79,32775,101
2016-07-23 17:00,26.33,32984,100
2016-07-23 18:00,26.94,33103,104
2016-07-23 19:00,27.59,32732,113
2016-07-23 20:00,27.31,32113,115
2016-07-23 21:00,26.99,31831,117
2016-07-23 22:00,26.95,31569,131
2016-07-23 23:00,26.03,30734,133
2016-07-24 00:00,26.2,29587,152
2016-07-24 01:00,25.8,28665,156
2016-07-24 02:00,25.03,27974,152
2016-07-24 03:00,24.6,27454,148
2016-07-24 04:00,23.96,27005,151
2016-07-24 05:00,23.65,26865,155
2016-07-24 06:00,23.9,27255,140
2016-07-24 07:00,24.97,28228,108
2016-07-24 08:00,25.69,28928,77
2016-07-24 09:00,25.63,30597,69
2016-07-24 10:00,25.67,32016,72
2016-07-24 11:00,25.74,32784,87
2016-07-24 12:00,25.63,33050,107
2016-07-24 13:00,25.22,33176,127
2016-07-24 14:00,24.91,32940,139
2016-07-24 15:00,24.75,32791,149
2016-07-24 16:00,25,32808,167
2016-07-24 17:00,25.67,33103,175
2016-07-24 18:00,26.17,33359,175
2016-07-24 19:00,26.98,33361,167
2016-07-24 20:00,27.25,33111,156
2016-07-24 21:00,27.52,32986,156
2016-07-24 22:00,27.73,32599,184
2016-07-24 23:00,26.82,31475,234
2016-07-25 00:00,25.78,30394,306
2016-07-25 01:00,25.28,29377,360
2016-07-25 02:00,24.94,28723,382
2016-07-25 03:00,24.92,28361,353
2016-07-25 04:00,24.95,28244,317
2016-07-25 05:00,25.14,29109,300
2016-07-25 06:00,27.94,31548,285
2016-07-25 07:00,28.81,34543,266
2016-07-25 08:00,29.27,36529,262
2016-07-25 09:00,29.84,37114,290
2016-07-25 10:00,29.96,38060,339
2016-07-25 11:00,29.97,38394,374
2016-07-25 12:00,29.37,38500,400
2016-07-25 13:00,29.11,38543,437
2016-07-25 14:00,28.46,38312,456
2016-07-25 15:00,28.64,37853,448
2016-07-25 16:00,28.27,37400,442
2016-07-25 17:00,28.72,37212,404
2016-07-25 18:00,28.81,36872,334
2016-07-25 19:00,28.61,36324,302
2016-07-25 20:00,28.24,35446,290
2016-07-25 21:00,28.06,34953,250
2016-07-25 22:00,27.96,34182,220
2016-07-25 23:00,26.3,32590,225
2016-07-26 00:00,25.13,30682,377
2016-07-26 01:00,25.04,29479,397
2016-07-26 02:00,24.65,28699,402
2016-07-26 03:00,24.11,28320,408
2016-07-26 04:00,24.1,28111,439
2016-07-26 05:00,24.68,28955,474
2016-07-26 06:00,26.09,31369,519
2016-07-26 07:00,28.22,34567,570
2016-07-26 08:00,28.65,34386,629
2016-07-26 09:00,29.09,35660,703
2016-07-26 10:00,29.18,36465,801
2016-07-26 11:00,29.05,36925,859
2016-07-26 12:00,28.44,37105,855
2016-07-26 13:00,28.19,37217,867
2016-07-26 14:00,28.02,36925,887
2016-07-26 15:00,28.01,36593,864
2016-07-26 16:00,27.69,36187,812
2016-07-26 17:00,28.21,35976,713
2016-07-26 18:00,28.61,35612,567
2016-07-26 19:00,28.5,35050,436
2016-07-26 20:00,28.22,34314,349
2016-07-26 21:00,28.16,33939,301
2016-07-26 22:00,27.51,33375,271
2016-07-26 23:00,25.78,31914,242
2016-07-27 00:00,25.2,30244,205
2016-07-27 01:00,25.08,29208,197
2016-07-27 02:00,24.9,28656,181
2016-07-27 03:00,24.61,28351,173
2016-07-27 04:00,24.64,28302,182
2016-07-27 05:00,24.93,29180,216
2016-07-27 06:00,26.55,31324,266
2016-07-27 07:00,27.82,33987,318
2016-07-27 08:00,28.3,34490,371
2016-07-27 09:00,28.73,35612,433
2016-07-27 10:00,29.03,36432,518
2016-07-27 11:00,28.58,36818,584
2016-07-27 12:00,28.47,36830,632
2016-07-27 13:00,28.27,36851,713
2016-07-27 14:00,27.83,36672,779
2016-07-27 15:00,27.77,36235,768
2016-07-27 16:00,27.58,35860,736
2016-07-27 17:00,27.88,35723,738
2016-07-27 18:00,28.06,35491,773
2016-07-27 19:00,27.95,35058,833
2016-07-27 20:00,27.5,34308,858
2016-07-27 21:00,27.49,33954,854
2016-07-27 22:00,26.44,33339,889
2016-07-27 23:00,25.82,31864,871
2016-07-28 00:00,24.31,30201,1135
2016-07-28 01:00,24.09,29131,1149
2016-07-28 02:00,23.96,28587,1090
2016-07-28 03:00,23.58,28391,974
2016-07-28 04:00,23.43,28364,873
2016-07-28 05:00,24.23,29263,748
2016-07-28 06:00,25.39,31283,681
2016-07-28 07:00,26.58,33899,652
2016-07-28 08:00,27.49,34730,609
2016-07-28 09:00,27.82,35847,594
2016-07-28 10:00,27.97,36606,593
2016-07-28 11:00,27.89,36995,578
2016-07-28 12:00,27.91,37055,548
2016-07-28 13:00,27.33,36996,518
2016-07-28 14:00,27.15,36704,483
2016-07-28 15:00,26.92,36272,434
2016-07-28 16:00,26.71,35817,373
2016-07-28 17:00,27.54,35672,302
2016-07-28 18:00,27.55,35357,229
2016-07-28 19:00,27.5,34867,172
2016-07-28 20:00,27.12,34077,130
2016-07-28 21:00,27.14,33743,106
2016-07-28 22:00,26.87,33174,101
2016-07-28 23:00,25.37,31608,98
2016-07-29 00:00,24.93,29964,97
2016-07-29 01:00,24.68,28919,117
2016-07-29 02:00,24.25,28433,122
2016-07-29 03:00,23,28164,131
2016-07-29 04:00,23.08,28144,172
2016-07-29 05:00,24.25,29078,232
2016-07-29 06:00,25.43,31182,302
2016-07-29 07:00,27.3,33873,361
2016-07-29 08:00,28.02,35065,358
2016-07-29 09:00,28.3,36257,355
2016-07-29 10:00,28.49,36951,387
2016-07-29 11:00,28.37,37127,393
2016-07-29 12:00,27.61,37018,425
2016-07-29 13:00,26.77,36762,512
2016-07-29 14:00,26.29,36408,526
2016-07-29 15:00,26.16,35846,443
2016-07-29 16:00,25.85,35444,403
2016-07-29 17:00,26.3,35354,363
2016-07-29 18:00,26.89,35039,323
2016-07-29 19:00,27.27,34346,310
2016-07-29 20:00,26.53,33455,281
2016-07-29 21:00,26.09,33161,272
2016-07-29 22:00,25.52,32673,341
2016-07-29 23:00,25.09,31417,425
2016-07-30 00:00,25.18,30434,242
2016-07-30 01:00,24.54,29355,274
2016-07-30 02:00,24.17,28663,295
2016-07-30 03:00,23.53,28223,329
2016-07-30 04:00,23.01,27910,392
2016-07-30 05:00,23.2,27839,446
2016-07-30 06:00,23.64,28394,472
2016-07-30 07:00,24.14,29527,507
2016-07-30 08:00,24.52,31347,515
2016-07-30 09:00,25.06,32804,521
2016-07-30 10:00,25.08,33798,546
2016-07-30 11:00,25.03,33912,600
2016-07-30 12:00,24.95,33763,674
2016-07-30 13:00,24.62,33470,761
2016-07-30 14:00,24.3,33151,846
2016-07-30 15:00,24.31,32935,922
2016-07-30 16:00,24.48,32958,961
2016-07-30 17:00,24.73,33282,927
2016-07-30 18:00,25.19,33368,841
2016-07-30 19:00,25.49,33007,762
2016-07-30 20:00,25.44,32385,694
2016-07-30 21:00,25.43,32249,645
2016-07-30 22:00,25.41,32023,645
2016-07-30 23:00,25.17,30991,662
2016-07-31 00:00,25.03,29445,643
2016-07-31 01:00,24.28,28414,644
2016-07-31 02:00,22.97,27810,663
2016-07-31 03:00,22.56,27413,685
2016-07-31 04:00,22.14,27056,721
2016-07-31 05:00,21.65,26889,729
2016-07-31 06:00,20.98,27304,681
2016-07-31 07:00,21.99,28229,644
2016-07-31 08:00,23.38,29867,612
2016-07-31 09:00,24.15,31202,612
2016-07-31 10:00,24.49,32214,601
2016-07-31 11:00,25.04,32670,543
2016-07-31 12:00,25.01,32686,530
2016-07-31 13:00,24.54,32592,535
2016-07-31 14:00,24.04,32438,532
2016-07-31 15:00,23.91,32311,529
2016-07-31 16:00,23.82,32405,555
2016-07-31 17:00,24.32,32745,536
2016-07-31 18:00,24.47,32957,483
2016-07-31 19:00,25.06,32986,445
2016-07-31 20:00,25.18,32756,427
2016-07-31 21:00,25.35,32792,434
2016-07-31 22:00,25.61,32446,452
2016-07-31 23:00,24.93,31182,506
2016-08-01 00:00,24.24,30388,530
2016-08-01 01:00,23.1,29429,634
2016-08-01 02:00,22.61,28971,721
2016-08-01 03:00,21.96,28731,811
2016-08-01 04:00,21.76,28774,927
2016-08-01 05:00,22.96,29773,1050
2016-08-01 06:00,25.6,32128,1133
2016-08-01 07:00,27.11,34908,1165
2016-08-01 08:00,28.04,36681,1245
2016-08-01 09:00,27.63,36965,1360
2016-08-01 10:00,26.86,37691,1464
2016-08-01 11:00,26.85,37920,1575
2016-08-01 12:00,26.61,37915,1709
2016-08-01 13:00,26.48,37903,1811
2016-08-01 14:00,26.22,37646,1887
2016-08-01 15:00,25.96,37165,1944
2016-08-01 16:00,25.55,36781,1892
2016-08-01 17:00,26.44,36588,1850
2016-08-01 18:00,26.97,36299,1789
2016-08-01 19:00,26.85,35796,1614
2016-08-01 20:00,26.47,35058,1426
2016-08-01 21:00,26.55,34737,1282
2016-08-01 22:00,26.23,34053,1273
2016-08-01 23:00,25.39,32428,1316
2016-08-02 00:00,24.48,30438,1109
2016-08-02 01:00,23.58,29458,1039
2016-08-02 02:00,23.22,28958,978
2016-08-02 03:00,23.1,28702,917
2016-08-02 04:00,22.94,28632,893
2016-08-02 05:00,24,29583,851
2016-08-02 06:00,25.5,31845,756
2016-08-02 07:00,26.73,34584,689
2016-08-02 08:00,27.91,36571,633
2016-08-02 09:00,28.09,36795,593
2016-08-02 10:00,28.49,37386,573
2016-08-02 11:00,28.74,37729,521
2016-08-02 12:00,28.34,37719,508
2016-08-02 13:00,28.09,37626,530
2016-08-02 14:00,28.02,37190,518
2016-08-02 15:00,27.77,36829,484
2016-08-02 16:00,27.02,36405,471
2016-08-02 17:00,27.83,36182,418
2016-08-02 18:00,27.91,35869,324
2016-08-02 19:00,27.58,35298,241
2016-08-02 20:00,26.76,34657,187
2016-08-02 21:00,26.42,34225,171
2016-08-02 22:00,25.45,33507,174
2016-08-02 23:00,24.94,31929,183
2016-08-03 00:00,24.02,30750,216
2016-08-03 01:00,22.95,29759,286
2016-08-03 02:00,22.65,29208,371
2016-08-03 03:00,22.06,28912,475
2016-08-03 04:00,22.1,28886,579
2016-08-03 05:00,23.71,29796,728
2016-08-03 06:00,25.08,32062,903
2016-08-03 07:00,26.49,34854,1074
2016-08-03 08:00,27.53,36675,1252
2016-08-03 09:00,27.85,37628,1513
2016-08-03 10:00,27.8,38226,1784
2016-08-03 11:00,27.52,38428,1945
2016-08-03 12:00,26.94,38299,2013
2016-08-03 13:00,26.52,38116,2020
2016-08-03 14:00,26.51,37781,1921
2016-08-03 15:00,26.3,37291,1843
2016-08-03 16:00,25.89,36945,1882
2016-08-03 17:00,26.18,36833,1904
2016-08-03 18:00,26.17,36474,1855
2016-08-03 19:00,26.14,35966,1790
2016-08-03 20:00,25.47,35199,1675
2016-08-03 21:00,25.19,34872,1596
2016-08-03 22:00,24.6,34131,1582
2016-08-03 23:00,24.15,32452,1509
2016-08-04 00:00,22.01,30917,1860
2016-08-04 01:00,21.66,30073,1778
2016-08-04 02:00,20.35,29575,1723
2016-08-04 03:00,19.84,29372,1698
2016-08-04 04:00,20.08,29370,1717
2016-08-04 05:00,21.86,30307,1783
2016-08-04 06:00,24.15,32496,1921
2016-08-04 07:00,25.42,35267,2071
2016-08-04 08:00,26.54,36659,2171
2016-08-04 09:00,26.42,37756,2238
2016-08-04 10:00,26.46,38464,2389
2016-08-04 11:00,26.41,38853,2516
2016-08-04 12:00,26.26,38858,2558
2016-08-04 13:00,26.17,38682,2585
2016-08-04 14:00,25.93,38285,2595
2016-08-04 15:00,25.45,37843,2560
2016-08-04 16:00,25.16,37373,2475
2016-08-04 17:00,25.75,37183,2409
2016-08-04 18:00,26.22,36801,2359
2016-08-04 19:00,26.2,36314,2299
2016-08-04 20:00,25.68,35573,2174
2016-08-04 21:00,25.52,35218,1994
2016-08-04 22:00,25.13,34455,1868
2016-08-04 23:00,24.2,32718,1780
2016-08-05 00:00,23.72,31068,1339
2016-08-05 01:00,22.44,29998,1171
2016-08-05 02:00,21.97,29482,1043
2016-08-05 03:00,21.74,29199,926
2016-08-05 04:00,21.76,29225,796
2016-08-05 05:00,22.71,30197,712
2016-08-05 06:00,25.45,32397,660
2016-08-05 07:00,27.07,35222,625
2016-08-05 08:00,27.88,37091,622
2016-08-05 09:00,28.02,37573,635
2016-08-05 10:00,28.08,38311,650
2016-08-05 11:00,28.04,38502,674
2016-08-05 12:00,27.68,38296,732
2016-08-05 13:00,27.2,37839,787
2016-08-05 14:00,26.52,37401,842
2016-08-05 15:00,26.26,36802,912
2016-08-05 16:00,26.06,36360,961
2016-08-05 17:00,26.48,36232,1023
2016-08-05 18:00,26.88,35948,1104
2016-08-05 19:00,26.56,35284,1209
2016-08-05 20:00,26.13,34434,1282
2016-08-05 21:00,25.94,34144,1382
2016-08-05 22:00,25.35,33541,1491
2016-08-05 23:00,24.34,32129,1591
2016-08-06 00:00,23.88,30615,1576
2016-08-06 01:00,22.66,29569,1640
2016-08-06 02:00,21.82,28943,1718
2016-08-06 03:00,21.56,28552,1724
2016-08-06 04:00,21.16,28302,1646
2016-08-06 05:00,20.97,28200,1561
2016-08-06 06:00,21.21,28744,1573
2016-08-06 07:00,21.8,29969,1627
2016-08-06 08:00,22.62,31552,1720
2016-08-06 09:00,24.18,32839,1877
2016-08-06 10:00,24.47,33918,2051
2016-08-06 11:00,24.31,34180,2203
2016-08-06 12:00,23.96,34100,2352
2016-08-06 13:00,22.7,33917,2528
2016-08-06 14:00,21.88,33633,2692
2016-08-06 15:00,21.8,33430,2839
2016-08-06 16:00,21.8,33394,2992
2016-08-06 17:00,22.11,33647,3091
2016-08-06 18:00,22.6,33651,3110
2016-08-06 19:00,23.33,33236,3088
2016-08-06 20:00,23.61,32668,3001
2016-08-06 21:00,24,32619,2861
2016-08-06 22:00,24.17,32334,2710
2016-08-06 23:00,23.26,31159,2598
2016-08-07 00:00,21.74,30109,1951
2016-08-07 01:00,20.09,29037,1754
2016-08-07 02:00,18.55,28445,1654
2016-08-07 03:00,15.34,28073,1613
2016-08-07 04:00,14.37,27740,1614
2016-08-07 05:00,14.37,27508,1564
2016-08-07 06:00,14.92,27857,1461
2016-08-07 07:00,17.13,28853,1365
2016-08-07 08:00,20.15,30155,1343
2016-08-07 09:00,21.68,31396,1444
2016-08-07 10:00,22.39,32411,1637
2016-08-07 11:00,23.65,32983,1804
2016-08-07 12:00,23.14,33091,1970
2016-08-07 13:00,22.46,33049,2259
2016-08-07 14:00,21.94,32948,2529
2016-08-07 15:00,21.86,32797,2585
2016-08-07 16:00,21.87,32960,2526
2016-08-07 17:00,21.97,33381,2452
2016-08-07 18:00,22.65,33597,2385
2016-08-07 19:00,24.01,33596,2307
2016-08-07 20:00,24.29,33471,2208
2016-08-07 21:00,24.33,33637,2116
2016-08-07 22:00,24.16,33103,2039
2016-08-07 23:00,22.34,31639,2000
2016-08-08 00:00,21.26,30343,2075
2016-08-08 01:00,17.83,29354,2036
2016-08-08 02:00,14.84,28896,2117
2016-08-08 03:00,12.98,28705,2272
2016-08-08 04:00,12.96,28770,2427
2016-08-08 05:00,17.84,29865,2629
2016-08-08 06:00,21.85,32396,2933
2016-08-08 07:00,25.02,35512,3305
2016-08-08 08:00,25.86,36934,3521
2016-08-08 09:00,25.82,37875,3608
2016-08-08 10:00,25.34,38445,3779
2016-08-08 11:00,24.93,38787,3960
2016-08-08 12:00,24.39,38886,4042
2016-08-08 13:00,23.95,38920,4063
2016-08-08 14:00,23.58,38819,4051
2016-08-08 15:00,23.79,38448,4002
2016-08-08 16:00,23.42,38047,3943
2016-08-08 17:00,24.8,37909,3897
2016-08-08 18:00,25.05,37582,3843
2016-08-08 19:00,25.03,36990,3762
2016-08-08 20:00,24.51,36264,3657
2016-08-08 21:00,24.43,35921,3509
2016-08-08 22:00,23.6,34958,3369
2016-08-08 23:00,21.39,33105,3312
2016-08-09 00:00,19.38,30763,3014
2016-08-09 01:00,17.81,29786,2983
2016-08-09 02:00,18.07,29345,2950
2016-08-09 03:00,17.95,29506,2937
2016-08-09 04:00,18.24,29615,2902
2016-08-09 05:00,19.62,30687,2883
2016-08-09 06:00,23.28,33357,2899
2016-08-09 07:00,25.3,36408,2917
2016-08-09 08:00,26.11,37779,2955
2016-08-09 09:00,26.11,38805,3021
2016-08-09 10:00,26.1,39359,3095
2016-08-09 11:00,26.04,39670,3135
2016-08-09 12:00,26.03,39790,3140
2016-08-09 13:00,25.74,39818,3164
2016-08-09 14:00,25.22,39490,3191
2016-08-09 15:00,24.99,39016,3236
2016-08-09 16:00,23.92,38675,3246
2016-08-09 17:00,24.2,38616,3136
2016-08-09 18:00,24.74,38343,3005
2016-08-09 19:00,25.1,37815,2925
2016-08-09 20:00,24.54,36930,2867
2016-08-09 21:00,24.48,36341,2778
2016-08-09 22:00,23.57,35464,2678
2016-08-09 23:00,21,33572,2664
2016-08-10 00:00,20.24,32017,2930
2016-08-10 01:00,19.8,30955,2898
2016-08-10 02:00,19.47,30350,2841
2016-08-10 03:00,19.49,30369,2768
2016-08-10 04:00,19.47,30387,2711
2016-08-10 05:00,20.09,31448,2656
2016-08-10 06:00,24.53,34127,2551
2016-08-10 07:00,26.08,37170,2434
2016-08-10 08:00,27.19,39252,2376
2016-08-10 09:00,27.44,39975,2346
2016-08-10 10:00,27.66,40459,2305
2016-08-10 11:00,27.68,40577,2327
2016-08-10 12:00,27.39,40297,2453
2016-08-10 13:00,27.43,40129,2596
2016-08-10 14:00,27.31,39835,2630
2016-08-10 15:00,27.2,39383,2542
2016-08-10 16:00,26.76,39068,2491
2016-08-10 17:00,27,38913,2417
2016-08-10 18:00,26.79,38516,2260
2016-08-10 19:00,26.66,38055,2116
2016-08-10 20:00,26.36,37204,1986
2016-08-10 21:00,26.6,36548,1895
2016-08-10 22:00,26.64,35551,1875
2016-08-10 23:00,25.27,33673,1872
2016-08-11 00:00,21.98,32480,2130
2016-08-11 01:00,21.07,31311,2129
2016-08-11 02:00,21.02,30703,2064
2016-08-11 03:00,20.65,30685,1950
2016-08-11 04:00,20.52,30857,1830
2016-08-11 05:00,22.69,32233,1699
2016-08-11 06:00,25.96,34895,1557
2016-08-11 07:00,27.54,38005,1417
2016-08-11 08:00,28.06,40410,1303
2016-08-11 09:00,28.3,40989,1258
2016-08-11 10:00,28.58,41256,1217
2016-08-11 11:00,28.65,41224,1150
2016-08-11 12:00,28.71,40943,1068
2016-08-11 13:00,28.42,40710,987
2016-08-11 14:00,28.19,40331,951
2016-08-11 15:00,27.97,39864,906
2016-08-11 16:00,27.44,39453,826
2016-08-11 17:00,27.96,39357,696
2016-08-11 18:00,27.74,38950,572
2016-08-11 19:00,27.79,38479,505
2016-08-11 20:00,27.12,37763,438
2016-08-11 21:00,26.87,37243,379
2016-08-11 22:00,27.08,36228,346
2016-08-11 23:00,25.6,34231,336
2016-08-12 00:00,22,32949,295
2016-08-12 01:00,21.22,31879,294
2016-08-12 02:00,21,31347,290
2016-08-12 03:00,20.3,31281,284
2016-08-12 04:00,20.38,31519,293
2016-08-12 05:00,22.69,32950,292
2016-08-12 06:00,25.67,35678,297
2016-08-12 07:00,27.23,38854,329
2016-08-12 08:00,28.04,40756,378
2016-08-12 09:00,28.23,41493,445
2016-08-12 10:00,28.28,41780,536
2016-08-12 11:00,28.46,41709,671
2016-08-12 12:00,28.17,41277,832
2016-08-12 13:00,27.68,40682,1039
2016-08-12 14:00,27.09,40123,1287
2016-08-12 15:00,26.46,39509,1528
2016-08-12 16:00,25.88,39094,1755
2016-08-12 17:00,25.93,38975,1930
2016-08-12 18:00,25.72,38651,2135
2016-08-12 19:00,25.38,37901,2403
2016-08-12 20:00,24.95,36913,2587
2016-08-12 21:00,24.5,36361,2653
2016-08-12 22:00,23.14,35442,2719
2016-08-12 23:00,20.79,33789,2751
2016-08-13 00:00,20.43,32156,2710
2016-08-13 01:00,19.7,31020,2548
2016-08-13 02:00,18.95,30362,2400
2016-08-13 03:00,17.58,29960,2264
2016-08-13 04:00,16.71,29677,2142
2016-08-13 05:00,15.7,29598,2050
2016-08-13 06:00,16.59,30179,1955
2016-08-13 07:00,19.94,31604,1918
2016-08-13 08:00,20.77,33522,2002
2016-08-13 09:00,21.61,35145,2190
2016-08-13 10:00,21.76,36188,2489
2016-08-13 11:00,21.75,36404,2784
2016-08-13 12:00,21.52,36228,2935
2016-08-13 13:00,21.24,36019,3047
2016-08-13 14:00,21.05,35761,3149
2016-08-13 15:00,20.89,35605,3261
2016-08-13 16:00,21.11,35717,3379
2016-08-13 17:00,21.56,36032,3423
2016-08-13 18:00,21.85,36063,3341
2016-08-13 19:00,22.57,35624,3167
2016-08-13 20:00,23.02,35087,2927
2016-08-13 21:00,24.14,35031,2676
2016-08-13 22:00,24.03,34442,2445
2016-08-13 23:00,21.94,33077,2240
2016-08-14 00:00,20.52,31670,2576
2016-08-14 01:00,20.17,30595,2449
2016-08-14 02:00,19.71,30022,2274
2016-08-14 03:00,19.23,29651,2024
2016-08-14 04:00,18.33,29297,1769
2016-08-14 05:00,18.31,29147,1594
2016-08-14 06:00,18.43,29494,1521
2016-08-14 07:00,20.11,30630,1484
2016-08-14 08:00,20.84,31977,1452
2016-08-14 09:00,21.71,33470,1456
2016-08-14 10:00,22.61,34658,1457
2016-08-14 11:00,23.09,35359,1434
2016-08-14 12:00,22.6,35368,1406
2016-08-14 13:00,21.75,35226,1441
2016-08-14 14:00,21.47,35056,1499
2016-08-14 15:00,21.12,34914,1521
2016-08-14 16:00,21.85,35136,1547
2016-08-14 17:00,22.73,35565,1475
2016-08-14 18:00,24.74,35839,1288
2016-08-14 19:00,25.48,35830,1100
2016-08-14 20:00,26.09,35702,966
2016-08-14 21:00,26.36,35824,902
2016-08-14 22:00,26.03,35157,863
2016-08-14 23:00,24.78,33512,830
2016-08-15 00:00,21.73,32265,911
2016-08-15 01:00,20.7,31267,896
2016-08-15 02:00,20.47,30827,1014
2016-08-15 03:00,20.2,30710,1096
2016-08-15 04:00,20.14,30895,1146
2016-08-15 05:00,20.42,32250,1117
2016-08-15 06:00,25.36,35047,1024
2016-08-15 07:00,27.02,38327,973
2016-08-15 08:00,27.41,39735,954
2016-08-15 09:00,27.76,40581,926
2016-08-15 10:00,28.04,41007,858
2016-08-15 11:00,27.9,41141,796
2016-08-15 12:00,28.11,41055,768
2016-08-15 13:00,27.57,40945,754
2016-08-15 14:00,27.3,40709,752
2016-08-15 15:00,27.03,40215,738
2016-08-15 16:00,26.53,39769,696
2016-08-15 17:00,26.78,39674,638
2016-08-15 18:00,27.23,39258,591
2016-08-15 19:00,27.38,38761,550
2016-08-15 20:00,27.43,38115,466
2016-08-15 21:00,27.66,37790,413
2016-08-15 22:00,27.04,36617,394
2016-08-15 23:00,25.65,34424,376
2016-08-16 00:00,23.29,32887,359
2016-08-16 01:00,21.03,31824,354
2016-08-16 02:00,20.73,31315,339
2016-08-16 03:00,20.58,31160,326
2016-08-16 04:00,20.56,31329,313
2016-08-16 05:00,21.26,32488,305
2016-08-16 06:00,25.01,35486,297
2016-08-16 07:00,27.07,38803,283
2016-08-16 08:00,27.78,39676,279
2016-08-16 09:00,28.21,40499,305
2016-08-16 10:00,28.21,40992,327
2016-08-16 11:00,27.88,41227,360
2016-08-16 12:00,27.41,41263,393
2016-08-16 13:00,27.29,41312,453
2016-08-16 14:00,27.22,41024,530
2016-08-16 15:00,26.84,40565,571
2016-08-16 16:00,26.55,40066,596
2016-08-16 17:00,27.36,39846,586
2016-08-16 18:00,27.75,39406,524
2016-08-16 19:00,27.88,38868,457
2016-08-16 20:00,27.21,38302,382
2016-08-16 21:00,27.22,37994,323
2016-08-16 22:00,26.19,36717,288
2016-08-16 23:00,24.96,34551,263
2016-08-17 00:00,21.72,32923,192
2016-08-17 01:00,20.93,31860,211
2016-08-17 02:00,20.68,31375,224
2016-08-17 03:00,20.25,31197,204
2016-08-17 04:00,20.41,31385,200
2016-08-17 05:00,21.37,32576,215
